title,date,price,is_discounted,locals,surface,bathrooms,floor
"Trilocale via Onorato Vigliani 11/1, Mirafiori Sud - Onorato Vigliani, Torino",28/12/2022,€ 139.000,1,3,82 m²,1,
"Trilocale corso San Maurizio, Giardini Reali, Torino",04/07/2022,€ 219.000,0,3,88 m²,1,3
"Quadrilocale piazza Vittorio Veneto, Giardini Reali, Torino",28/12/2022,€ 330.000,0,4,142 m²,1,2
"Trilocale corso Orbassano 244, Santa Rita, Torino",13/10/2022,€ 111.000,0,3,69 m²,1,2
"Bilocale via Buenos Aires 53, Santa Rita, Torino",31/10/2022,€ 89.000,0,2,57 m²,1,6
"Attico via Gabriele Chiabrera 35, San Salvario - Dante, Torino",29/12/2022,Prezzo su richiesta,0,5+,286 m²,3+,4 - 5
"Appartamento buono stato, quinto piano, Crocetta, Torino",24/11/2022,€ 350.000,0,145 m²,2,5,
"Trilocale via Giuseppe Mazzini 56, Via della Rocca, Torino",24/11/2022,€ 275.000,0,3,80 m²,1,1
"Mansarda via Cernaia 32, Cittadella, Torino",30/09/2022,€ 75.000,0,1,20 m²,1,5
"Mansarda via Rimini 9/3, Vanchiglietta, Torino",13/12/2022,€ 109.000,0,2,45 m²,1,5
"Trilocale corso Chieti 20, Vanchiglietta, Torino",03/11/2022,€ 159.000,0,3,65 m²,1,7
"Bilocale via Francesco De Sanctis 80, Pozzo Strada, Torino",16/12/2022,€ 69.000,0,2,72 m²,1,R
"Trilocale via Verres 42, Barriera di Milano, Torino",01/08/2022,€ 118.000,0,3,94 m²,1,3
"Mansarda via Sant'Antonio da Padova 2, Cittadella, Torino",29/12/2022,€ 380.000,0,3,138 m²,2,6
"Quadrilocale via Defendente De Ferrari, Parco Dora, Torino",07/12/2022,€ 268.000,0,4,120 m²,2,2
"Appartamento via Frejus 6, Cenisia, Torino",15/10/2022,€ 419.000,0,5,135 m²,2,7
"Quadrilocale via Caprie 18, Cit Turin, Torino",28/12/2022,€ 390.000,0,4,110 m²,2,4
"Bilocale via Guastalla 25, Vanchiglia, Torino",09/11/2022,€ 130.000,0,2,63 m²,1,R
"Trilocale corso Cosenza 95, Mirafiori Nord, Torino",06/07/2022,€ 160.000,0,3,80 m²,1,8
"Bilocale via Francesco Camandona 16, Campidoglio, Torino",27/12/2022,€ 99.000,0,2,50 m²,1,R
"Trilocale corso Francia 27, Cit Turin, Torino",11/10/2022,€ 319.000,0,3,107 m²,2,T
"Appartamento corso Svizzera 143, Lucento, Torino",13/12/2022,€ 249.000,0,5,120 m²,3,6
"Quadrilocale via della Consolata, Quadrilatero Romano, Torino",09/12/2022,€ 269.000,0,4,120 m²,2,5
"Appartamento via della Consolata, 15, Quadrilatero Romano, Torino",04/11/2022,€ 315.000,0,5,120 m²,1,1
"Trilocale via Sospello 144, Borgo Vittoria, Torino",14/12/2022,€ 89.000,0,3,81 m²,1,2
"Appartamento corso Re Umberto, Crocetta, Torino",02/12/2022,€ 386.000,0,5+,144 m²,2,7
"Quadrilocale piazza Dante Livio Bianco 4, Mirafiori Nord, Torino",03/01/2023,€ 229.000,0,4,114 m²,1,9
"Trilocale via Lomellina 53, Madonna del Pilone, Torino",28/12/2022,€ 320.000,0,3,93 m²,1,T
"Trilocale via Nizza 389/3, Nizza Millefonti, Torino",27/12/2022,€ 195.000,0,3,83 m²,1,1
"Mansarda corso Vinzaglio, Cittadella, Torino",13/12/2022,€ 266.000,0,3,95 m²,1,5
"Cascina corso Regina Margherita, Le Vallette, Torino",30/12/2022,€ 124.000,0,200 m²,,,
"Trilocale via Borgaro, Madonna di Campagna, Torino",30/12/2022,€ 124.000,0,3,88 m²,1,
"Appartamento corso Massimo d'Azeglio  106, San Salvario - Dante, Torino",28/11/2022,Prezzo su richiesta,0,5,237 m²,3,4
"Villa unifamiliare Strada Comunale di San Vito Revigliasco, Colle della Maddalena, Torino",26/10/2022,€ 850.000,0,530 m²,3+,,
"Trilocale corso Germano Sommeiller 12, San Secondo, Torino",19/12/2022,€ 159.000,0,3,78 m²,1,1
"Quadrilocale via Lombardore, Barriera di Milano, Torino",15/12/2022,€ 89.000,0,4,94 m²,1,2
"Trilocale via Pergolesi, Regio Parco, Torino",09/12/2022,€ 115.000,0,3,89 m²,1,9
"Trilocale via Bologna 190B, Regio Parco, Torino",14/11/2022,€ 60.000,0,3,71 m²,1,2
"Appartamento via Camandona 6, Campidoglio, Torino",05/10/2022,€ 148.000,0,70 m²,1,1,
"Appartamento corso Giulio Cesare, Aurora, Torino",16/11/2022,€ 179.000,0,5,111 m²,1,5
"Loft via Giuseppe Giacosa 4, San Salvario - Dante, Torino",12/12/2022,€ 280.000,0,2,83 m²,2,T
"Appartamento via Cosseria 9, Gran Madre - Crimea, Torino",15/06/2022,Prezzo su richiesta,0,5+,325 m²,3+,
"Trilocale viale dei Mughetti 9, Le Vallette, Torino",19/12/2022,€ 130.000,0,3,94 m²,2,
"Villa unifamiliare corso Chieri, Superga, Torino",07/12/2022,€ 440.000,0,5+,300 m²,3,
"Loft via Michele Kerbaker 3, Mirafiori Sud - Onorato Vigliani, Torino",09/12/2022,€ 290.000,0,3,137 m²,2,T
"Appartamento corso Monte Cucco 154, Pozzo Strada, Torino",14/06/2022,€ 298.000,0,5,156 m²,2,1
"Quadrilocale via Filadelfia 130, Santa Rita, Torino",30/12/2022,€ 309.000,0,4,130 m²,1,9
"Trilocale buono stato, nono piano, Regio Parco, Torino",03/01/2023,€ 89.000,0,3,80 m²,1,9
"Bilocale via Guido Reni 211, Mirafiori Nord, Torino",04/10/2022,€ 95.000,0,2,67 m²,1,7
"Trilocale ottimo stato, terzo piano, Borgo Vittoria, Torino",22/11/2022,€ 68.000,0,3,70 m²,1,3
"Trilocale buono stato, terzo piano, Mirafiori Sud - Onorato Vigliani, Torino",19/10/2022,€ 75.000,0,3,80 m²,1,3
"Loft via Alessandro Volta 8, Via Roma, Torino",28/12/2022,€ 495.000,0,4,105 m²,2,1
"Appartamento piazza Castello, Giardini Reali, Torino",19/12/2022,€ 469.000,0,5+,145 m²,1,3
"Bilocale corso Moncalieri 333, Cavoretto, Torino",19/12/2022,€ 80.000,1,2,64 m²,1,3
"Appartamento corso Galileo Ferraris, Crocetta, Torino",22/07/2022,Prezzo su richiesta,0,5+,390 m²,3+,3
"Attico via Issiglio, San Paolo, Torino",02/01/2023,€ 660.000,0,5,160 m²,2,15
"Quadrilocale via MARIA VITTORIA, Via della Rocca, Torino",21/12/2022,€ 260.000,0,4,73 m²,1,T
"Appartamento via Mombasiglio, Santa Rita, Torino",05/10/2022,€ 620.000,0,5,180 m²,2,2
"Mansarda nuovo, 140 m², Cavoretto, Torino",19/01/2022,€ 465.000,0,4,140 m²,2,A
"Quadrilocale via Borgone 33, Pozzo Strada, Torino",28/12/2022,€ 184.000,0,4,95 m²,2,R
"Appartamento in villa, ottimo stato, 366 m², Sassi, Torino",28/12/2022,Prezzo su richiesta,0,5+,366 m²,3,
"Quadrilocale corso Regina Margherita 3., Vanchiglia, Torino",23/12/2022,€ 320.000,0,4,120 m²,6,
"Trilocale Strada Antica di Grugliasco 306, Pozzo Strada, Torino",21/11/2022,€ 153.000,0,3,85 m²,1,7
"Trilocale via Filadelfia 40, Lingotto, Torino",19/12/2022,€ 110.000,0,3,75 m²,3,
"Trilocale via Carlo Vidua, San Donato, Torino",20/12/2022,€ 134.000,0,3,110 m²,1,4
"Quadrilocale via Giacinto Collegno, Cit Turin, Torino",30/11/2022,€ 363.000,0,4,110 m²,3,1
"Bilocale via Monfalcone 55, Santa Rita, Torino",21/12/2022,€ 66.000,0,2,48 m²,3,
"Appartamento via Bove 14, Crocetta, Torino",19/12/2022,€ 300.000,0,5,111 m²,2,1
"Bilocale via Feletto 37, Barriera di Milano, Torino",14/11/2022,€ 49.000,0,2,60 m²,1,4
"Trilocale buono stato, primo piano, Vanchiglietta, Torino",17/12/2022,€ 118.000,0,3,62 m²,1,1
"Trilocale corso Potenza 6, Lucento, Torino",06/12/2022,€ 169.000,0,3,90 m²,1,1
"Trilocale corso Svizzera 34, Campidoglio, Torino",12/12/2022,€ 147.000,0,3,85 m²,1,R
"Trilocale Strada di Altessano 42, Lucento, Torino",22/12/2022,€ 108.000,1,3,85 m²,1,1
"Trilocale corso Marche 10, Parella, Torino",05/12/2022,€ 127.500,0,3,82 m²,1,4
"Quadrilocale via Aosta 51, Barriera di Milano, Torino",04/11/2022,€ 185.000,0,4,92 m²,2,2
"Trilocale ottimo stato, terzo piano, Parella, Torino",30/12/2022,€ 198.000,0,3,80 m²,1,3
"Appartamento ottimo stato, quinto piano, Pozzo Strada, Torino",07/09/2022,€ 460.000,0,5,170 m²,3,
"Mansarda via Nizza 117, San Salvario - Dante, Torino",13/10/2022,€ 137.000,0,2,57 m²,1,3
"Trilocale via Vandalino 82/30, Pozzo Strada, Torino",11/10/2022,€ 155.000,0,3,75 m²,6,
"Villa unifamiliare, buono stato, 403 m², Madonna del Pilone, Torino",29/11/2022,€ 1.200.000,0,5+,403 m²,3+,
"Terratetto unifamiliare corso Palermo 17, Aurora, Torino",01/12/2022,€ 42.000,0,2,31 m²,1,
"Casale, ottimo stato, 1200 m², Cavoretto, Torino",23/11/2022,€ 980.000,0,1.200 m²,3+,,
Palazzo - Edificio in Vendita,27/01/2021,€ 2.800.000,0,3.700 m²,3+,,
"Appartamento via Gressoney 38, Barriera di Milano, Torino",29/12/2022,€ 208.000,0,5+,117 m²,,
"Appartamento via delle Pervinche 44B, Le Vallette, Torino",01/12/2022,€ 90.000,0,5,122 m²,,
"Bilocale via Santa Maria 2, Quadrilatero Romano, Torino",29/12/2022,€ 200.000,0,2,65 m²,1,2
"Quadrilocale corso Regina Margherita 153, San Donato, Torino",29/12/2022,€ 179.000,0,4,100 m²,1,
"Quadrilocale via San Domenico 4, Quadrilatero Romano, Torino",29/12/2022,€ 309.000,0,4,130 m²,1,
"Bilocale via Porta Palatina 2, Quadrilatero Romano, Torino",29/12/2022,€ 199.000,0,2,70 m²,1,
"Appartamento corso Regina Margherita 153, San Donato, Torino",29/12/2022,€ 239.000,0,5,100 m²,2,
"Mansarda via Santa Chiara 34, Quadrilatero Romano, Torino",29/12/2022,€ 180.000,0,2,88 m²,1,
"Trilocale corso Principe Eugenio 1, Cittadella, Torino",29/12/2022,€ 180.000,0,3,94 m²,1,
"Trilocale corso Principe Eugenio 4, San Donato, Torino",29/12/2022,€ 200.000,1,3,92 m²,1,
"Quadrilocale corso Re Umberto 127, Crocetta, Torino",28/12/2022,€ 295.000,0,4,119 m²,1,1
"Trilocale via Luigi Salvatore Cherubini 41, Barriera di Milano, Torino",22/11/2022,€ 90.000,0,3,90 m²,1,6
Garage - Box in Vendita,24/10/2022,€ 25.000,0,15 m²,T,,
Garage - Box in Vendita,24/10/2022,€ 28.000,0,22 m²,T,,
Garage - Box in Vendita,24/10/2022,€ 35.000,0,28 m²,T,,
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 320.000,0,4,124 m²,2,2
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 320.000,0,4,128 m²,2,1
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 335.000,0,4,124 m²,2,3
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 336.000,0,4,132 m²,2,2
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 345.000,0,4,124 m²,2,4
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 349.000,0,4,132 m²,2,3
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 355.000,0,4,160 m²,2,1
"Quadrilocale Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 362.000,0,4,132 m²,2,4
"Attico Strada Antica di Collegno, 190/10, Parella, Torino",24/10/2022,€ 450.000,0,4,150 m²,2,5
"Appartamento via Giuseppe Baretti 3, San Salvario - Baretti, Torino",23/12/2022,€ 470.000,0,5+,200 m²,2,2
"Appartamento via Paolo Gaidano 8, Centro Europa, Torino",30/11/2022,Prezzo su richiesta,0,5+,165 m²,2,1
"Quadrilocale via Garessio, Nizza Millefonti, Torino",31/10/2022,€ 320.000,0,4,121 m²,1,1
"Villa unifamiliare Strada Comunale di Superga 322, Superga, Torino",27/10/2022,€ 698.000,0,5+,800 m²,3+,
"Loft corso Francia 123, Cit Turin, Torino",03/11/2022,€ 349.000,0,3,180 m²,2,
"Appartamento corso Casale 428, Sassi, Torino",21/12/2022,€ 440.000,0,5+,184 m²,2,
"Trilocale corso Monte Cucco 23, Pozzo Strada, Torino",13/12/2022,€ 149.000,0,3,82 m²,1,2
"Quadrilocale via Gian Domenico Cassini 4, Crocetta, Torino",06/12/2022,€ 239.000,0,4,110 m²,1,1
"Mansarda corso Regina Margherita 144, Aurora, Torino",22/10/2022,€ 220.000,0,4,100 m²,2,3
"Quadrilocale via Polonghera 52, Cenisia, Torino",14/11/2022,€ 210.000,0,4,82 m²,1,4
"Trilocale via Onorato Vigliani 164, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 109.000,0,3,90 m²,1,9
"Quadrilocale corso Filippo Turati 10/B, San Secondo, Torino",13/12/2022,€ 229.000,0,4,109 m²,2,2
"Quadrilocale via Torrazza Piemonte 3, Mirafiori Sud - Onorato Vigliani, Torino",24/11/2022,€ 175.000,0,4,110 m²,2,5
"Quadrilocale via Chiesa della Salute 149/9, Borgo Vittoria, Torino",16/11/2022,€ 115.000,0,4,100 m²,1,5
"Trilocale piazza Tancredi Galimberti 10, Lingotto, Torino",28/11/2022,€ 139.000,0,3,80 m²,1,4
"Mansarda via Vinadio 20, Cenisia, Torino",15/09/2022,€ 215.000,0,4,74 m²,1,4
"Trilocale via Sigismondo Gerdil, 5, 10152 Torino Italia, Aurora, Torino",07/12/2022,€ 95.000,0,3,99 m²,2,2
"Appartamento via CASTELNUOVO DELLE LANZE 15, Santa Rita, Torino",25/11/2022,€ 179.000,0,5,100 m²,1,6
"Trilocale via San Secondo 43, San Secondo, Torino",13/12/2022,€ 215.000,0,3,70 m²,1,3
"Appartamento via Trecate 11, Pozzo Strada, Torino",03/01/2023,€ 210.000,0,5,120 m²,2,1
"Trilocale via Antonio Canova 9, San Salvario - Dante, Torino",27/12/2022,€ 169.000,0,3,75 m²,1,1
"Quadrilocale via Monte Rosa 59, Barriera di Milano, Torino",30/03/2022,€ 87.000,0,4,100 m²,1,2
"Appartamento corso Racconigi, San Paolo, Torino",06/12/2022,€ 179.000,0,5,100 m²,2,R
"Quadrilocale via Monte Rosa 67, Barriera di Milano, Torino",24/11/2022,€ 79.900,0,4,80 m²,1,1
"Trilocale via Cardinale Maurilio Fossati 26, Pozzo Strada, Torino",20/12/2022,€ 155.000,1,3,98 m²,1,1
"Trilocale via scarlatti 54, Barriera di Milano, Torino",22/12/2022,€ 99.500,0,3,75 m²,1,4
"Bilocale via COLLEASCA, 10, Campidoglio, Torino",22/12/2022,€ 169.000,0,2,55 m²,1,1
"Appartamento via Chiomonte 26, San Paolo, Torino",13/12/2022,€ 209.000,0,5+,125 m²,2,2
"Appartamento corso Giacomo Matteotti, Cittadella, Torino",11/11/2022,€ 699.000,0,5+,330 m²,3+,4
"Trilocale via Ugo Ceresero, Barca, Torino",29/12/2022,€ 124.000,0,3,80 m²,1,2
"Attico corso Vercelli 10, Aurora, Torino",01/12/2022,€ 520.000,0,5,177 m²,2,4
"Trilocale corso Principe Oddone 60, Aurora, Torino",13/12/2022,€ 145.000,0,3,80 m²,1,2
"Bilocale via Giuseppe Giacosa 20, San Salvario - Dante, Torino",23/12/2022,€ 249.000,0,2,65 m²,1,1
"Bilocale via Barletta 67, Santa Rita, Torino",23/12/2022,€ 125.000,0,2,60 m²,1,1
"Trilocale via Vincenzo Lancia 62, San Paolo, Torino",11/10/2022,€ 189.000,0,3,77 m²,1,
"Bilocale corso Caio Plinio 82, Mirafiori Sud - Onorato Vigliani, Torino",23/12/2022,€ 52.000,0,2,55 m²,1,5
"Bilocale via Canelli 83, Mirafiori Nord, Torino",07/11/2022,€ 69.000,0,2,60 m²,1,
"Bilocale via Salbertrand 83, Parella, Torino",31/10/2022,€ 95.000,0,2,63 m²,1,1
"Trilocale via Fratelli Carando 7, Santa Rita, Mirafiori Nord, Torino",29/12/2022,€ 145.000,1,3,85 m²,1,4
"Trilocale via Clemente Damiano Priocca 22, Aurora, Torino",09/11/2022,€ 95.000,0,3,70 m²,1,T
"Trilocale via Sospello 10, Madonna di Campagna, Torino",11/11/2022,€ 65.000,0,3,60 m²,1,2
"Quadrilocale via Tripoli 97/A, Santa Rita, Torino",30/12/2022,€ 259.000,0,4,100 m²,2,1
"Quadrilocale via Bene Vagienna 11, Santa Rita, Torino",29/12/2022,€ 159.000,0,4,90 m²,1,2
"Quadrilocale via Montezemolo 16, Santa Rita, Torino",29/12/2022,€ 189.000,0,4,100 m²,1,3
"Loft via Mantova 19, Regio Parco, Torino",28/12/2022,€ 440.000,0,3,180 m²,1,T
"Quadrilocale corso Lucio Quinzio Cincinnato 159, Lucento, Torino",12/12/2022,€ 90.000,0,4,95 m²,1,3
"Bilocale corso ORBASSANO 191//4, Santa Rita, Torino",29/12/2022,€ 129.000,0,2,60 m²,1,7
"Trilocale via Tirreno 131, Santa Rita, Torino",29/12/2022,€ 175.000,0,3,85 m²,1,4
"Trilocale via delle Pervinche 10, Le Vallette, Torino",06/12/2022,€ 79.000,0,3,70 m²,1,4
"Bilocale via Veglia 10, Santa Rita, Torino",13/12/2022,€ 123.000,0,2,63 m²,1,5
"Bilocale via Raffaele Cadorna 30, Santa Rita, Torino",21/12/2022,€ 84.000,0,2,52 m²,1,4
"Bilocale via SAN MARINO 98, Santa Rita, Torino",29/12/2022,€ 98.000,0,2,50 m²,1,2
"Quadrilocale via Claudio Luigi Berthollet 8, San Salvario - Baretti, Torino",18/11/2022,€ 178.000,0,4,105 m²,1,3
"Appartamento via dei Mille 11, Via della Rocca, Torino",15/11/2022,€ 1.150.000,0,5+,274 m²,3,3
"Terratetto unifamiliare via Rubens Fattorelli 60/8, Barca, Torino",25/10/2022,€ 319.000,0,5+,203 m²,3,
"Quadrilocale via Gubbio 106, Madonna di Campagna, Torino",10/12/2022,€ 98.000,0,4,100 m²,1,2
"Appartamento via Silvio Pellico 21, San Salvario - Baretti, Torino",27/12/2022,€ 445.000,0,5,114 m²,2,3
"Appartamento via Pietro Canonica 1, Città Giardino, Torino",21/12/2022,€ 188.000,0,5,130 m²,2,6
"Quadrilocale via Buriasco 20/3, Mirafiori Sud - Strada del Drosso, Torino",28/12/2022,€ 155.000,0,4,105 m²,2,6
"Quadrilocale corso Alcide De Gasperi 47, Crocetta, Torino",16/12/2022,€ 275.000,0,4,105 m²,1,6
"Appartamento via Pietro Micca, 17, Piazza Solferino, Torino",13/10/2022,€ 670.000,0,5,165 m²,2,3
"Bilocale via Onorato Vigliani 224, Mirafiori Sud - Onorato Vigliani, Torino",03/01/2023,€ 68.000,0,2,60 m²,1,4
"Quadrilocale via Ormea 32, San Salvario - Baretti, Torino",18/10/2022,€ 189.000,0,4,100 m²,2,1
"Appartamento via Veglia, Santa Rita, Torino",07/12/2022,€ 239.000,0,5,115 m²,2,6
"Bilocale corso Vercelli 163, Rebaudengo, Torino",27/05/2022,€ 65.000,0,2,65 m²,1,4
"Bilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 190.000,0,2,70 m²,1,M
"Bilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 190.000,0,2,66 m²,1,M
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 190.000,0,3,67 m²,1,M
"Bilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 192.000,0,2,71 m²,1,M
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 195.000,0,3,72 m²,1,M
"Bilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 210.000,0,2,72 m²,1,A
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 225.000,0,3,76 m²,1,A
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 250.000,0,4,88 m²,1,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 250.000,0,4,91 m²,2,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 260.000,0,4,91 m²,2,M
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 270.000,0,3,91 m²,1,A
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 270.000,0,4,99 m²,2,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 280.000,0,4,99 m²,2,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 285.000,0,4,105 m²,2,M
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 295.000,0,3,107 m²,2,M
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 295.000,0,3,103 m²,2,M
"Appartamento Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 320.000,0,5,116 m²,2,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 325.000,0,4,114 m²,2,M
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 360.000,0,4,121 m²,2,A
"Trilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 370.000,0,3,126 m²,2,A
"Quadrilocale Strada Comunale di Bertolla 144, Torino",09/06/2022,€ 370.000,0,4,136 m²,2,M
"Trilocale via Pramollo 9, Mirafiori Sud - Strada del Drosso, Torino",28/12/2022,€ 86.000,0,3,80 m²,1,1
"Trilocale corso Casale 276, Madonna del Pilone, Torino",31/12/2022,€ 470.000,0,3,110 m²,2,T
"Quadrilocale via Chiala 35/40, Mirafiori Sud - Onorato Vigliani, Torino",22/10/2022,€ 89.000,0,4,93 m²,1,3
"Trilocale via Asinari di Bernezzo 91, Parella, Torino",23/12/2022,€ 140.000,0,3,77 m²,1,2
"Bilocale via Candiolo 52, Mirafiori Sud - Onorato Vigliani, Torino",06/12/2022,€ 70.000,0,2,42 m²,1,3
"Bilocale via Borgaro 89, Madonna di Campagna, Torino",16/11/2022,€ 82.000,0,2,65 m²,1,5
"Bilocale via Ogliaro 34, Santa Rita, Torino",03/01/2023,€ 69.000,0,2,50 m²,1,4
"Monolocale via Sant'Antonio da Padova, Cittadella, Torino",23/12/2022,€ 42.000,0,1,20 m²,1,4
"Quadrilocale viale dei Mughetti 5a, Le Vallette, Torino",07/10/2022,€ 129.000,0,4,110 m²,1,4
"Appartamento corso Francia 66, San Donato, Torino",03/01/2023,€ 430.000,0,5,150 m²,2,1
"Bilocale via Nicomede Bianchi 3, Parella, Torino",10/12/2022,€ 48.000,0,2,50 m²,1,3
"Appartamento via Filadelfia 157, Santa Rita, Torino",05/12/2022,€ 258.000,0,5,134 m²,1,
"Trilocale via Crevacuore 13, Parella, Torino",16/10/2022,€ 79.000,0,3,60 m²,1,1
"Appartamento corso Monte Grappa 6, Parella, Torino",13/12/2022,€ 298.000,0,5,186 m²,2,1
"Appartamento via Mazzini 62, Via della Rocca, Torino",21/06/2021,€ 1.190.000,0,5+,270 m²,3+,3
"Quadrilocale via Cordero di Pamparato, Campidoglio, Torino",15/09/2022,€ 300.000,0,4,135 m²,2,
"Appartamento via San Domenico 5, Quadrilatero Romano, Torino",24/12/2022,€ 439.000,0,5,210 m²,3+,2
"Trilocale via San Domenico 5, Quadrilatero Romano, Torino",24/12/2022,€ 275.000,0,3,90 m²,2,1
"Bilocale via Ceres 9, Campidoglio, Torino",19/12/2022,€ 59.000,0,2,40 m²,1,3
"Appartamento corso Rosselli 82, Crocetta, Torino",09/11/2022,€ 269.000,0,5,135 m²,1,5
"Trilocale via Cremona 3, Aurora, Torino",07/12/2022,€ 79.000,0,3,78 m²,1,1
"Quadrilocale via San Marino 77, Santa Rita, Torino",14/11/2022,€ 185.000,0,4,100 m²,1,6
"Monolocale via Madama Cristina 52, San Salvario - Dante, Torino",29/12/2022,€ 140.000,0,1,45 m²,1,5
"Bilocale via Carlo Boucheron, Cittadella, Torino",21/12/2022,€ 116.000,0,2,40 m²,1,T
"Trilocale corso Svizzera 30, Campidoglio, Torino",02/12/2022,€ 165.000,0,3,85 m²,1,4
"Bilocale piazza Derna 225, Rebaudengo, Torino",29/12/2022,€ 63.000,0,2,56 m²,1,
"Quadrilocale via Giovanni Martina 20, Barca, Torino",05/12/2022,€ 210.000,0,4,108 m²,2,
"Trilocale via Saluzzo 89, San Salvario - Dante, Torino",24/10/2022,€ 179.000,0,3,69 m²,1,1
"Appartamento via San Marino 50, Santa Rita, Torino",30/11/2022,€ 235.000,0,5,140 m²,2,2
"Appartamento piazza Bengasi, Mirafiori Sud - Onorato Vigliani, Torino",11/11/2022,€ 185.000,0,5,121 m²,1,
"Trilocale via Beato Angelico 8, Madonna di Campagna, Torino",26/11/2022,€ 149.000,0,3,83 m²,1,1
