title,date,price,is_discounted,locals,surface,bathrooms,floor
"Bilocale via Michele Berrino 15, Barriera di Lanzo, Torino",07/12/2022,€ 89.000,0,2,53 m²,1,4
"Bilocale corso Traiano 154, Mirafiori Sud - Onorato Vigliani, Torino",14/12/2022,€ 99.000,0,2,60 m²,1,1
"Quadrilocale via Evangelista Torricelli 61, Crocetta, Torino",05/11/2022,€ 168.000,0,4,84 m²,2,R
"Trilocale via Giovanni Battista Pergolesi 86, Regio Parco, Torino",23/11/2022,€ 89.000,0,3,86 m²,1,3
"Trilocale via paolini 6, Cit Turin, Torino",19/12/2022,€ 179.000,0,3,85 m²,1,6
"Appartamento corso Cosenza 35B, Mirafiori Nord, Torino",20/12/2022,€ 293.000,0,5,179 m²,2,2
"Appartamento via Ornavasso 19, Parella, Torino",02/01/2023,€ 350.000,0,5,120 m²,2,1
"Quadrilocale via Vincenzo Steffenone 4, Lingotto, Torino",18/11/2022,€ 205.000,0,4,100 m²,2,5
"Quadrilocale via Saluzzo 16, San Salvario - Baretti, Torino",27/12/2022,€ 434.000,0,4,128 m²,2,3
"Bilocale corso Casale 95, Madonna del Pilone, Torino",21/12/2022,€ 65.000,0,2,46 m²,1,2
"Appartamento via Ugo Foscolo 25, San Salvario - Dante, Torino",17/10/2022,€ 460.000,0,5,160 m²,2,3
"Trilocale largo Brescia 48, Aurora, Torino",03/12/2022,€ 143.000,0,3,100 m²,1,3
"Bilocale Verolengo 182, Lucento, Torino",23/11/2022,€ 65.000,0,2,60 m²,1,2
"Bilocale via Arnaz 7, Pozzo Strada, Torino",28/11/2022,€ 69.000,0,2,63 m²,1,R
"Appartamento via Sondrio 13, Don Bosco, Torino",24/10/2022,€ 340.000,0,5+,200 m²,3,
"Bilocale via Michele Coppino 93, Borgo Vittoria, Torino",08/11/2022,€ 59.000,0,2,59 m²,1,6
"Bilocale corso Moncalieri 271, Cavoretto, Torino",19/01/2022,€ 210.000,0,2,60 m²,1,2
"Quadrilocale via Francesco Petrarca 26, San Salvario - Dante, Torino",23/12/2022,€ 330.000,0,4,98 m²,2,2
"Appartamento via Crescentino 22, Barriera di Milano, Torino",10/12/2022,€ 179.000,0,5,149 m²,2,3
"Appartamento via San Massimiliano Kolbe 16, Barca, Torino",22/12/2022,Prezzo su richiesta,0,5+,198 m²,2,
"Trilocale nuovo, piano rialzato, San Secondo, Torino",21/12/2022,€ 195.000,0,3,80 m²,1,R
"Mansarda corso Principe Eugenio 1, Cittadella, Torino",06/10/2022,€ 279.000,0,3,95 m²,1,6
"Trilocale corso Dante Alighieri 90, San Salvario - Dante, Torino",02/01/2023,€ 225.000,0,3,95 m²,1,R
"Quadrilocale via Renato Martorelli 8, Barriera di Milano, Torino",02/11/2022,€ 59.000,0,4,102 m²,1,
"Villa bifamiliare via San Massimiliano Kolbe 16, Barca, Torino",14/11/2022,Prezzo su richiesta,0,5+,553 m²,3+,
"Bilocale via Montanaro 48, Barriera di Milano, Torino",14/12/2022,€ 48.000,0,2,50 m²,1,5
"Villa unifamiliare via Moretta, Cenisia, Torino",12/12/2022,€ 790.000,0,5,300 m²,3,
"Trilocale via Giuseppe Giulietti 6, Parella, Torino",03/12/2022,€ 129.000,0,3,75 m²,1,1
"Trilocale via Gaetano Casati 9, Pozzo Strada, Torino",30/12/2022,€ 82.000,0,3,80 m²,1,4
"Monolocale via Nizza 24, San Secondo, Torino",15/09/2022,€ 79.000,0,1,29 m²,1,3
"Bilocale ottimo stato, piano rialzato, Borgo Vittoria, Torino",21/09/2022,€ 58.000,0,2,45 m²,1,R
"Trilocale via Tommaso Valperga Caluso, San Salvario - Dante, Torino",12/12/2022,€ 265.000,0,3,80 m²,1,T
"Appartamento corso Quattro Novembre, Santa Rita, Torino",07/12/2022,€ 215.000,0,5,100 m²,2,2
"Bilocale via vigliani, Mirafiori Sud - Onorato Vigliani, Torino",25/11/2022,€ 62.000,0,2,63 m²,1,6
"Trilocale via Caprie 18, Cit Turin, Torino",18/12/2022,€ 290.000,0,3,85 m²,1,3
"Bilocale via Lanzo, Madonna di Campagna, Torino",09/12/2022,€ 49.000,0,2,48 m²,1,R
"Bilocale via Viverone 9, Parella, Torino",26/09/2022,€ 47.000,0,2,45 m²,1,T
"Villa unifamiliare via Calabria, Lucento, Torino",07/12/2022,€ 239.000,0,5,140 m²,2,
"Quadrilocale via Saluzzo 43, San Salvario - Dante, Torino",29/12/2022,€ 540.000,0,4,130 m²,2,4
"Appartamento via Millefonti 39, Nizza Millefonti, Torino",29/09/2022,€ 598.000,0,5+,210 m²,3,6
"Mansarda via Saluzzo 43, San Salvario - Dante, Torino",28/12/2022,€ 215.000,0,2,62 m²,1,5
"Appartamento via Barbaroux 28E, Quadrilatero Romano, Torino",15/12/2022,€ 450.000,0,5+,135 m²,2,3
"Bilocale corso Vercelli 235, Rebaudengo, Torino",02/12/2022,€ 114.000,0,2,69 m²,1,
"Appartamento via Amedeo Modigliani 5, Centro Europa, Torino",29/11/2022,€ 268.000,0,5+,166 m²,3,
"Monolocale via Nizza 24, San Secondo, Torino",24/12/2022,€ 89.000,0,1,40 m²,1,5
"Trilocale corso Umbria 8, Parco Dora, Torino",20/10/2022,€ 125.000,0,3,83 m²,1,R
"Trilocale via Tommaso Grossi 19, San Salvario - Dante, Torino",13/04/2022,€ 120.000,0,3,65 m²,1,4
"Trilocale via Renato Wuillermin 4, Regio Parco, Torino",14/09/2022,€ 69.000,0,3,59 m²,1,2
"Villa plurifamiliare via Venaria, Madonna di Campagna, Torino",22/12/2022,€ 429.000,1,5+,500 m²,3+,
"Terratetto unifamiliare via Cigliano 16, Vanchiglietta, Torino",02/01/2023,€ 399.000,0,4,100 m²,1,
"Trilocale via Lazzaro Spallanzani 15, Santa Rita, Torino",19/07/2022,€ 150.000,0,3,60 m²,1,4
"Quadrilocale via Borgone 19, Pozzo Strada, Torino",16/09/2022,€ 175.000,0,4,115 m²,1,1
"Appartamento ottavo piano, Cenisia, Torino",30/11/2022,€ 325.000,0,5,149 m²,2,8
"Trilocale via Poirino 24, Lingotto, Torino",21/11/2022,€ 125.000,0,3,80 m²,1,4
"Appartamento via Luigi Ferdinando Marsigli, Pozzo Strada, Torino",04/10/2022,Prezzo su richiesta,0,5+,168 m²,3,1
"Bilocale via Balestreri 5, Rebaudengo, Torino",10/05/2022,€ 110.000,0,2,55 m²,1,1
"Appartamento via Cesare Lombroso 19, San Salvario - Baretti, Torino",22/12/2022,€ 399.000,1,5+,190 m²,2,
"Bilocale via Padova 5, Aurora, Torino",25/11/2022,€ 57.000,0,2,53 m²,1,T
"Quadrilocale via Rocco Scotellaro 27, Rebaudengo, Torino",02/01/2023,€ 94.900,0,4,96 m²,1,5
Palazzo - Edificio in Vendita,04/12/2022,€ 730.000,0,516 m²,3+,,
"Bilocale via santa maria mazzarello 94, Pozzo Strada, Torino",10/11/2022,€ 97.000,0,2,60 m²,1,9
"Villa unifamiliare Strada dal Ponte Isabella a San Vito, Gran Madre - Crimea, Torino",25/11/2022,Prezzo su richiesta,0,5+,1.000 m²,3+,
"Appartamento via Nicola Fabrizi 92, Parella, Torino",14/12/2022,€ 240.000,0,5,180 m²,3,1
"Trilocale via Xx Settembre 69, Torino",28/12/2022,€ 345.000,0,3,80 m²,1,
"Quadrilocale piazza Adriano 9, Cenisia, Torino",21/11/2022,€ 329.000,0,4,135 m²,2,4
"Bilocale via Carlo Alberto 24, Via Roma, Torino",15/12/2022,€ 120.000,0,2,60 m²,1,4 - 5
Palazzo - Edificio in Vendita,01/12/2022,€ 550.000,0,,,,
Palazzo - Edificio in Vendita,29/11/2022,Prezzo su richiesta,0,2.220 m²,5,,
"Quadrilocale via Candiolo 42, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 137.000,0,4,100 m²,1,4
"Bilocale via Giovanni Pacini 35, Barriera di Milano, Torino",27/10/2022,€ 55.000,0,2,65 m²,1,R
"Quadrilocale via Antonio Canova 34, San Salvario - Dante, Torino",27/12/2022,€ 209.000,0,4,100 m²,1,1
"Bilocale via Bernardo De Canal 63, Mirafiori Nord, Torino",22/09/2022,€ 94.000,0,2,60 m²,1,4
"Trilocale corso Traiano 5, Mirafiori Nord, Torino",02/01/2023,€ 99.000,0,3,70 m²,1,6
"Bilocale via Pio Foà 86, San Salvario - Dante, Torino",27/12/2022,€ 89.000,0,2,55 m²,1,4
"Trilocale corso ORBASSANO 242, Santa Rita, Torino",13/12/2022,€ 115.000,0,3,70 m²,1,1
"Trilocale corso Traiano 150, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 149.000,0,3,90 m²,1,9
"Bilocale corso Vercelli 181, Rebaudengo, Torino",21/12/2022,€ 59.000,0,2,65 m²,1,3
"Bilocale via Brandizzo 96, Barriera di Milano, Torino",10/09/2022,€ 57.000,0,2,58 m²,1,1
"Bilocale via Breglio 24, Borgo Vittoria, Torino",24/11/2022,€ 75.000,0,2,65 m²,1,1
"Appartamento viale 25 Aprile 172, Cavoretto, Torino",18/10/2022,€ 390.000,0,5+,198 m²,2,1
"Bilocale via Gorizia 55, Santa Rita, Torino",22/11/2022,€ 138.000,0,2,55 m²,1,4
"Bilocale via Enrico Cialdini 47, Cit Turin, Torino",13/10/2022,€ 165.000,0,2,60 m²,1,R
"Trilocale via Vistrorio 40, Rebaudengo, Torino",29/11/2022,€ 133.000,0,3,90 m²,1,4
"Bilocale corso Monte Cucco 118, Pozzo Strada, Torino",23/11/2022,€ 135.000,0,2,60 m²,1,8
"Bilocale via Giambattista Gropello 6, Cit Turin, Torino",18/10/2022,€ 98.000,0,2,40 m²,1,1
"Trilocale via De Sanctis 67, Pozzo Strada, Torino",13/10/2022,€ 115.000,0,3,80 m²,1,7
"Bilocale via Brandizzo 91/A, Barriera di Milano, Torino",06/12/2022,€ 41.900,0,2,47 m²,1,4
"Bilocale via MONTANARO 4, Barriera di Milano, Torino",22/12/2022,€ 35.900,0,2,49 m²,1,2
"Bilocale via Pollenzo 56, San Paolo, Torino",05/12/2022,€ 78.000,0,2,50 m²,1,2
"Trilocale via Portula 16, Madonna di Campagna, Torino",29/11/2022,€ 94.000,0,3,80 m²,1,R
"Trilocale via Candia 19, Barriera di Milano, Torino",27/10/2022,€ 37.900,0,3,45 m²,1,4
"Bilocale via Stradella 12, Barriera di Milano, Torino",16/12/2022,€ 39.000,0,2,50 m²,1,2
"Bilocale via Brandizzo 35/A, Barriera di Milano, Torino",23/09/2022,€ 32.000,0,2,35 m²,1,R
"Trilocale via Saverio Mercadante 46, Barriera di Milano, Torino",16/11/2022,€ 69.900,0,3,82 m²,2,4
"Bilocale via Andrea Sansovino 98, Lucento, Torino",05/11/2022,€ 33.000,0,2,50 m²,1,3
"Appartamento via Pozzo Strada 25, Pozzo Strada, Torino",04/10/2022,€ 290.000,0,5,125 m²,1,8
"Appartamento corso Galileo Galilei 8, San Salvario - Dante, Torino",29/12/2022,€ 460.000,0,5,140 m²,2,5
"Appartamento via cavalli 30, Cit Turin, Torino",25/11/2022,€ 345.000,0,5+,185 m²,2,R
"Loft via Pesaro 39, Aurora, Torino",18/01/2022,€ 650.000,0,4,500 m²,2,T
"Trilocale corso Siracusa 139, Santa Rita, Torino",14/11/2022,€ 176.000,0,3,88 m²,1,1
"Trilocale via Nizza 21, San Salvario - Baretti, Torino",29/12/2022,€ 450.000,0,3,120 m²,2,T
"Quadrilocale via Belfiore 10, San Salvario - Baretti, Torino",18/11/2022,€ 195.000,0,4,115 m²,2,4
"Trilocale corso Molise 77, Le Vallette, Torino",25/11/2022,€ 79.900,0,3,80 m²,1,7
"Trilocale largo Brescia 47, Aurora, Torino",21/12/2022,€ 129.000,1,3,75 m²,1,2
"Trilocale via Giovanni Cravero 48, Regio Parco, Torino",15/12/2022,€ 69.000,0,3,75 m²,1,1
"Trilocale via Silvio Pellico 21, San Salvario - Baretti, Torino",27/12/2022,€ 290.000,0,3,90 m²,1,T
"Trilocale via Mondrone 20, Borgo Vittoria, Torino",19/12/2022,€ 88.000,1,3,80 m²,1,4
"Mansarda via Pietro Giuria 30, San Salvario - Dante, Torino",16/12/2022,€ 144.000,0,1,100 m²,1,6
"Quadrilocale Lungo Dora Napoli 86, Aurora, Torino",13/10/2022,€ 299.000,0,4,115 m²,2,2
"Bilocale via Finalmarina 10, Nizza Millefonti, Torino",08/11/2022,€ 70.000,0,2,57 m²,1,
"Bilocale via Onorato Vigliani 198C, Mirafiori Sud - Onorato Vigliani, Torino",30/11/2022,€ 59.000,0,2,61 m²,1,
"Quadrilocale via San Domenico 4, Quadrilatero Romano, Torino",23/09/2022,€ 309.000,0,4,122 m²,1,2
"Bilocale via Giovanni Randaccio 19, Borgo Vittoria, Torino",19/10/2022,€ 49.000,0,2,63 m²,1,1
"Quadrilocale via Tempio Pausania 39/21, Mirafiori Nord, Torino",05/11/2022,€ 189.000,0,4,115 m²,2,3
"Bilocale via Giosuè Borsi 83, Lucento, Torino",19/12/2022,€ 45.000,1,2,45 m²,1,1
"Quadrilocale via Brissogne 7, Pozzo Strada, Torino",20/12/2022,€ 118.000,0,4,90 m²,1,R
"Trilocale via isonzo 7, San Paolo, Torino",22/11/2022,€ 145.000,0,3,60 m²,1,2
"Bilocale corso Trapani 81, Cenisia, Torino",24/11/2022,€ 92.000,0,2,46 m²,1,3
"Villa bifamiliare via Monfalcone 63, Santa Rita, Torino",22/11/2022,€ 489.000,0,5+,320 m²,2,
"Appartamento via Paolo Gaidano 12, Centro Europa, Torino",08/11/2022,€ 285.000,0,5,155 m²,2,
"Trilocale via Borgaro 70, Madonna di Campagna, Torino",12/04/2022,€ 83.000,0,3,80 m²,1,3
"Bilocale via Michele Lessona 97, Parella, Torino",17/11/2022,€ 99.000,0,2,48 m²,1,1
"Quadrilocale via Baltimora 157, Santa Rita, Torino",21/11/2022,€ 170.000,0,4,110 m²,1,1
"Appartamento corso Vittorio Emanuele II 199, Cenisia, Torino",15/12/2022,€ 299.000,0,5,135 m²,2,6
"Trilocale via Madonna delle Rose 38, Lingotto, Torino",28/12/2022,€ 169.000,0,3,85 m²,2,4
"Bilocale via Zumaglia 48, Parella, Torino",12/10/2022,€ 85.000,0,2,55 m²,1,2
"Trilocale corso Novara 38, Aurora, Torino",20/11/2022,€ 112.000,0,3,82 m²,1,
"Trilocale via Benvenuto Cellini 31, San Salvario - Dante, Torino",18/11/2022,€ 180.000,0,3,65 m²,1,T
"Quadrilocale via Coni Zugna 23, Mirafiori Sud - Strada del Drosso, Torino",17/12/2022,€ 125.000,0,4,100 m²,2,R
"Bilocale via Mario Crimi 5, Lucento, Torino",23/05/2022,€ 83.000,0,2,51 m²,1,1
"Quadrilocale corso San Maurizio 73, Vanchiglia, Torino",22/09/2022,€ 310.000,0,4,134 m²,1,
"Bilocale via Asti 6, Gran Madre - Crimea, Torino",22/09/2022,€ 118.000,0,2,36 m²,1,2
"Bilocale via Brandizzo 98, Barriera di Milano, Torino",08/07/2022,€ 85.000,0,2,60 m²,1,6
"Trilocale via Onorato Vigliani 171, Mirafiori Sud - Onorato Vigliani, Torino",05/12/2022,€ 79.000,0,3,75 m²,1,3
"Appartamento via Gian Domenico Cassini 61, Crocetta, Torino",02/01/2023,€ 385.000,0,5,180 m²,2,1
"Trilocale via San Domenico 5, Quadrilatero Romano, Torino",24/12/2022,€ 245.000,0,3,120 m²,2,T
"Appartamento via Gioacchino Quarello 22B, Mirafiori Sud - Strada del Drosso, Torino",08/12/2022,€ 125.000,0,5,124 m²,2,5
"Quadrilocale via Francesco Rismondo 60, Mirafiori Sud - Onorato Vigliani, Torino",27/12/2022,€ 98.000,1,4,89 m²,1,3
"Trilocale largo Odoardo Tabacchi, Madonna del Pilone, Torino",24/12/2022,€ 380.000,0,3,110 m²,1,T
"Monolocale corso Vercelli 162, Rebaudengo, Torino",13/12/2022,€ 59.000,0,1,40 m²,1,4
"Trilocale via Alfonso La Marmora, Crocetta, Torino",21/11/2022,€ 159.000,0,3,75 m²,1,R
"Bilocale corso Cairoli 26/6, Via della Rocca, Torino",01/02/2021,€ 255.000,0,2,55 m²,1,3
"Appartamento Lungo Po Alessandro Antonelli 33, Vanchiglietta, Torino",30/12/2022,€ 600.000,0,5+,165 m²,2,
"Bilocale via Issiglio 8, San Paolo, Torino",21/09/2022,€ 85.000,0,2,45 m²,1,2
"Quadrilocale via Rosolino Pilo 44, Campidoglio, Torino",15/11/2022,€ 300.000,0,4,104 m²,2,4
"Bilocale corso lombardia 156, Lucento, Torino",31/10/2022,€ 89.000,0,2,58 m²,1,5
"Trilocale via dei Pioppi 4, Falchera, Torino",01/12/2022,€ 39.000,0,3,68 m²,1,2
"Bilocale via carmagnola 19, Aurora, Torino",23/12/2022,€ 75.000,1,2,55 m²,1,4
"Trilocale via Varazze 15, Nizza Millefonti, Torino",28/10/2022,€ 128.000,0,3,70 m²,1,2
"Appartamento piazza rivoli 11, Pozzo Strada, Torino",13/12/2022,€ 419.000,0,5+,190 m²,2,5
"Appartamento Strada del Nobile 71, Colle della Maddalena, Torino",14/12/2022,€ 680.000,0,5+,235 m²,3,3 - 4
"Trilocale via Cristalliera 23, Pozzo Strada, Torino",11/11/2022,€ 139.000,0,3,75 m²,1,3
"Trilocale via Vandalino 7, Pozzo Strada, Torino",28/12/2022,€ 170.000,0,3,85 m²,1,4
"Appartamento via Duchessa Jolanda 34, Cit Turin, Torino",08/12/2022,€ 329.000,0,5,120 m²,2,1
"Appartamento via Paolo Gaidano 8, Centro Europa, Torino",13/12/2022,€ 250.000,0,5,150 m²,2,R
"Quadrilocale corso Vittorio Emanuele II 216, Cit Turin, Torino",21/12/2022,€ 350.000,0,4,120 m²,2,3
"Trilocale via Val della Torre 78, Lucento, Torino",02/12/2022,€ 72.000,0,3,65 m²,1,9
"Quadrilocale via Paolo Sacchi 54, San Secondo, Torino",21/12/2022,€ 218.000,0,4,118 m²,1,1
"Monolocale via drovetti 26, Cit Turin, Torino",23/12/2022,€ 69.000,1,1,25 m²,1,3
"Loft via Camillo Benso di Cavour 9, Via Roma, Torino",24/12/2022,€ 299.000,0,2,70 m²,1,1
"Bilocale via Nicola Fabrizi 30, Campidoglio, Torino",13/12/2022,€ 59.000,0,2,50 m²,1,1
"Quadrilocale via Pralungo 2, Vanchiglietta, Torino",07/11/2022,€ 245.000,0,4,120 m²,1,2
"Trilocale buono stato, primo piano, Santa Rita, Torino",11/10/2022,€ 198.000,0,3,80 m²,1,1
"Trilocale via Pietro Piffetti 16, San Donato, Torino",07/12/2022,€ 229.000,0,3,61 m²,1,1
"Trilocale via cialdini 46, Cit Turin, Torino",01/12/2022,€ 189.000,0,3,89 m²,2,2
"Terratetto plurifamiliare via Enrico Cavaglià 6, Barriera di Milano, Torino",10/10/2022,€ 280.000,0,5+,275 m²,3+,
"Trilocale via Guido Reni 79, Santa Rita, Torino",23/11/2022,€ 190.000,0,3,88 m²,1,5
"Bilocale piazza Conti di Rebaudengo 19, Rebaudengo, Torino",21/10/2022,€ 68.000,0,2,45 m²,1,1
"Bilocale via Principessa Clotilde 74, San Donato, Torino",03/01/2023,€ 100.000,0,2,65 m²,1,2
"Quadrilocale via Bernardino Luini 177, Lucento, Torino",27/11/2022,€ 196.000,0,4,111 m²,2,1 - 2
"Trilocale via Prospero Richelmy 15, Nizza Millefonti, Torino",03/01/2023,€ 159.000,0,3,80 m²,1,6
"Appartamento Strada del Carossio 18, Madonna di Campagna, Torino",02/12/2022,€ 123.000,0,5,130 m²,2,3
"Quadrilocale Strada Val Salice 166, Colle della Maddalena, Torino",04/11/2022,€ 258.000,0,4,80 m²,1,T
"Bilocale via Sant'Antonino 48, Pozzo Strada, Torino",28/12/2022,€ 200.000,0,2,76 m²,1,1
"Bilocale via Campiglione 34, San Paolo, Torino",02/12/2022,€ 88.000,0,2,50 m²,1,3
"Quadrilocale corso Vittorio Emanuele II, San Salvario - Baretti, Torino",22/10/2022,€ 630.000,0,4,170 m²,2,2
"Bilocale corso Lucio Quinzio Cincinnato 218, Lucento, Torino",07/12/2022,€ 99.000,0,2,58 m²,1,7
"Appartamento via Mazzini, Via della Rocca, Torino",02/01/2023,€ 625.000,0,5,180 m²,2,1
"Appartamento via dei Pioppi, Falchera, Torino",20/10/2022,€ 89.000,0,5,100 m²,1,2
"Trilocale via Salbertrand 17, Parella, Torino",08/11/2022,€ 144.000,0,3,58 m²,1,R
"Trilocale largo Tirreno, Santa Rita, Torino",28/11/2022,€ 147.000,0,3,82 m²,1,2
"Bilocale via Conte Emanuele Thesauro 5, San Salvario - Dante, Torino",27/12/2022,€ 149.000,0,2,60 m²,1,3
"Quadrilocale via Baltimora 53, Santa Rita, Torino",28/12/2022,€ 249.000,0,4,145 m²,2,1
"Bilocale via Monginevro 250, Pozzo Strada, Torino",17/02/2022,€ 118.000,0,2,65 m²,1,1
"Trilocale via Giacomo Medici, Parella, Torino",24/11/2022,€ 179.000,0,3,87 m²,1,2
"Quadrilocale via Francesco Saverio Nitti 28, Centro Europa, Torino",18/10/2022,€ 160.000,0,4,124 m²,1,3
"Quadrilocale via Pietro Baiardi 5, Nizza Millefonti, Torino",02/12/2022,€ 249.000,0,4,118 m²,2,1
"Trilocale via Ferdinando Micheli 12, Lingotto, Torino",09/11/2022,€ 169.000,0,3,80 m²,1,1
"Quadrilocale corso Sebastopoli 253, Santa Rita, Torino",06/09/2022,€ 249.000,0,4,90 m²,2,5
"Quadrilocale corso Gaetano Salvemini 41/C, Centro Europa, Torino",29/12/2022,€ 189.000,0,4,124 m²,2,2
"Quadrilocale via Tripoli 116, Santa Rita, Torino",06/09/2022,€ 269.000,0,4,95 m²,2,4
"Bilocale via Cortemilia 29, Nizza Millefonti, Torino",03/01/2023,€ 65.000,0,2,50 m²,1,1
"Quadrilocale via San Secondo 58, Crocetta, Torino",28/12/2022,€ 230.000,0,4,120 m²,2,4
"Appartamento via Alfonso La Marmora 40, Crocetta, Torino",21/11/2022,€ 499.000,0,5+,200 m²,2,1
"Bilocale via Monfalcone 54, Santa Rita, Torino",14/09/2022,€ 78.000,0,2,54 m²,1,R
"Appartamento via 20 Settembre 41, Via Roma, Torino",05/09/2022,€ 780.000,0,5,130 m²,3+,5
"Bilocale via Melchiorre Voli 16, Mirafiori Nord, Torino",28/12/2022,€ 79.000,0,2,54 m²,1,5
"Trilocale piazza Francesco Crispi 61, Barriera di Milano, Torino",29/12/2022,€ 115.000,0,3,90 m²,1,4
"Bilocale corso Vittorio Emanuele II 100, Cittadella, Torino",29/12/2022,€ 240.000,0,2,70 m²,2,1
"Trilocale via Tunisi 11, Lingotto, Torino",06/12/2022,€ 99.000,0,3,58 m²,1,5
"Bilocale via Martiri della Libertà 23BIS, Gran Madre - Crimea, Torino",02/12/2022,€ 140.000,0,2,40 m²,1,4
"Quadrilocale corso Giovanni Agnelli 80, Santa Rita, Torino",22/11/2022,€ 168.000,0,4,100 m²,2,4
"Terratetto unifamiliare Strada Antica di Grugliasco 293BIS, Pozzo Strada, Torino",28/11/2022,€ 629.000,0,5+,450 m²,3+,
"Appartamento via Frassineto 42, Cenisia, Torino",13/12/2022,€ 540.000,0,5+,265 m²,3,
"Quadrilocale via Patetta 28, Rebaudengo, Torino",06/12/2022,€ 165.000,0,4,100 m²,2,1
"Quadrilocale via Saluzzo 16, San Salvario - Baretti, Torino",27/12/2022,€ 375.000,0,4,108 m²,1,3
"Quadrilocale via Tepice 1, Nizza Millefonti, Torino",19/12/2022,€ 249.000,0,4,120 m²,1,2
"Appartamento via Frassineto 42, Cenisia, Torino",13/12/2022,€ 400.000,0,5,150 m²,2,
"Appartamento corso Castelfidardo 5, Crocetta, Torino",30/12/2022,€ 328.000,0,5,131 m²,1,1
"Bilocale via Desana 11, Barriera di Milano, Torino",18/11/2022,€ 39.000,0,2,55 m²,1,R
"Quadrilocale via Romagnano 32, Parella, Torino",07/12/2022,€ 139.000,0,4,81 m²,1,1
"Bilocale corso Racconigi 192, San Paolo, Torino",28/11/2022,€ 169.000,0,2,70 m²,1,2
"Quadrilocale corso Ferrara 33, Le Vallette, Torino",05/10/2022,€ 119.000,0,4,102 m²,1,1
"Bilocale corso Vercelli 114, Barriera di Milano, Torino",19/12/2022,€ 44.000,0,2,50 m²,1,1
"Bilocale via San Domenico 5, Quadrilatero Romano, Torino",14/12/2022,€ 165.000,0,2,62 m²,1,1
"Quadrilocale ottimo stato, terzo piano, Aurora, Torino",07/07/2022,€ 190.000,0,4,150 m²,2,3
"Trilocale via Montebello 21, Giardini Reali, Torino",14/12/2022,€ 360.000,0,3,80 m²,2,3
"Trilocale via Michele Coppino 93, Borgo Vittoria, Torino",22/12/2022,€ 102.000,0,3,81 m²,1,3
"Attico via Podgora 5, Mirafiori Nord, Torino",18/10/2022,€ 149.000,0,2,45 m²,1,6
"Quadrilocale via Alfonso Bonafous 2, Via della Rocca, Torino",19/10/2022,€ 650.000,0,4,160 m²,2,2
"Quadrilocale via Monte Rosa, Barriera di Milano, Torino",20/10/2022,€ 155.000,0,4,120 m²,2,
"Trilocale via Principessa Clotilde  75, San Donato, Torino",27/12/2022,€ 97.000,0,3,71 m²,1,1
"Appartamento piazza Lorenzo Bernini, Cit Turin, Torino",30/12/2022,€ 980.000,0,5+,216 m²,3,8
"Trilocale via Eusebio Bava 37, Vanchiglia, Torino",03/11/2022,€ 179.000,0,3,85 m²,2,
"Bilocale via Saluzzo 16, San Salvario - Baretti, Torino",27/12/2022,€ 198.000,0,2,60 m²,1,4
"Appartamento piazza Lorenzo Bernini, Cit Turin, Torino",30/12/2022,€ 1.390.000,0,5,280 m²,2,10
"Quadrilocale via Saluzzo 16, San Salvario - Baretti, Torino",27/12/2022,€ 456.000,0,4,124 m²,2,4
"Trilocale via Giacinto Collegno 37, Cit Turin, Torino",26/07/2022,€ 245.000,0,3,77 m²,1,T
"Trilocale corso Moncalieri 271, Cavoretto, Torino",19/01/2022,€ 305.000,0,3,83 m²,1,2
"Trilocale via Romagnano, Parella, Torino",16/12/2022,€ 85.000,0,3,80 m²,1,T
"Appartamento via Saluzzo 16, San Salvario - Baretti, Torino",27/12/2022,€ 390.000,0,5,109 m²,2,3
"Appartamento via Genovesi  19, Crocetta, Torino",07/12/2022,€ 455.000,0,5,170 m²,3,2
"Bilocale via Cortemilia 11, Nizza Millefonti, Torino",28/10/2022,€ 99.000,0,2,50 m²,1,2
"Bilocale via Romagnano 7, Parella, Torino",16/12/2022,€ 62.000,0,2,40 m²,1,1
"Quadrilocale corso Moncalieri 271, Cavoretto, Torino",19/01/2022,€ 432.000,0,4,116 m²,2,3
"Bilocale via Val della Torre 71, Lucento, Torino",15/09/2022,€ 65.000,0,2,53 m²,1,R
"Trilocale corso Peschiera 217, San Paolo, Torino",30/12/2022,€ 128.000,1,3,75 m²,1,1
"Monolocale via Broni 11, Lingotto, Torino",03/11/2022,€ 98.000,0,1,35 m²,1,1
"Trilocale via Abate Pietro Chanoux 12, Pozzo Strada, Torino",10/11/2022,€ 160.000,0,3,60 m²,1,2
"Quadrilocale via Onorato Vigliani 91, Mirafiori Sud - Onorato Vigliani, Torino",12/12/2022,€ 169.000,0,4,103 m²,1,6
"Trilocale corso Bernardino Telesio 86, Parella, Torino",30/12/2022,€ 149.000,0,3,80 m²,1,1
"Trilocale corso Vittorio Emanuele II 32, Via della Rocca, Torino",15/09/2022,€ 245.000,0,3,80 m²,2,1
"Quadrilocale via San Quintino, Cittadella, Torino",23/11/2022,€ 268.000,0,4,120 m²,1,
"Trilocale ottimo stato, terzo piano, Parella, Torino",03/10/2022,€ 125.000,0,3,60 m²,1,3
"Loft via Martiri della Libertà 27, Gran Madre - Crimea, Torino",19/12/2022,€ 229.000,0,2,75 m²,1,T
